 A JE                    137-131-8227     1969
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957       88
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     3556
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957      783
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     6846
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     5706
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     4426
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     7731
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     3089
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     1335
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     6300
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     7212
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     7504
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     2591
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     3832
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     4971
 RPRYGFRWDBQTT KKYXSLSG  140-141-7957     2134
 RPWLTRFSGSV DJEV        261-332-0117      608
 RPWLTRFSGSV DJEV        261-332-0117     1855
 RQDYHFHHWHIM DHBT       575-142-6579     7808
 RQDYHFHHWHIM DHBT       575-142-6579     3909
 RQDYHFHHWHIM DHBT       575-142-6579     6377
 RQDYHFHHWHIM DHBT       575-142-6579     5578
 RQDYHFHHWHIM DHBT       575-142-6579     7581
 RQDYHFHHWHIM DHBT       575-142-6579     1412
 RQDYHFHHWHIM DHBT       575-142-6579     5783
 RQDYHFHHWHIM DHBT       575-142-6579      860
 RQDYHFHHWHIM DHBT       575-142-6579     3166
 RQDYHFHHWHIM DHBT       575-142-6579     2668
 RQDYHFHHWHIM DHBT       575-142-6579     6923
 RQDYHFHHWHIM DHBT       575-142-6579     5048
 RQDYHFHHWHIM DHBT       575-142-6579      165
 RQDYHFHHWHIM DHBT       575-142-6579     7289
 RQDYHFHHWHIM DHBT       575-142-6579     3633
 RQDYHFHHWHIM DHBT       575-142-6579     2211
 RQDYHFHHWHIM DHBT       575-142-6579     4503
 RTEU GNHNAEF            535-396-4276     2334
 RTEU GNHNAEF            535-396-4276      288
 RTEU GNHNAEF            535-396-4276     7412
 RTEU GNHNAEF            535-396-4276     1535
 RTEU GNHNAEF            535-396-4276     4626
 RTEU GNHNAEF            535-396-4276      983
 RTEU GNHNAEF            535-396-4276     7931
 RTEU GNHNAEF            535-396-4276     3289
 RTEU GNHNAEF            535-396-4276     4032
 RTEU GNHNAEF            535-396-4276     5171
 RTEU GNHNAEF            535-396-4276     5906
 RTEU GNHNAEF            535-396-4276     6500
 RTEU GNHNAEF            535-396-4276     7046
 RTEU GNHNAEF            535-396-4276     2791
 RVLUWPUDMXW DIMONVTT    924-768-1679      646
 RVLUWPUDMXW DIMONVTT    924-768-1679     1893
 RVOMBNDIQNK RV          095-983-0104     5431
 RVOMBNDIQNK RV          095-983-0104     3762
 RVOMBNDIQNK RV          095-983-0104     5636
 RVOMBNDIQNK RV          095-983-0104     3486
 RVOMBNDIQNK RV          095-983-0104     3019
 RVOMBNDIQNK RV          095-983-0104     6776
 RVOMBNDIQNK RV          095-983-0104     6230
 RVOMBNDIQNK RV          095-983-0104     7142
 RVOMBNDIQNK RV          095-983-0104     7434
 RVOMBNDIQNK RV          095-983-0104     2521
 RVOMBNDIQNK RV          095-983-0104     4901
 RVOMBNDIQNK RV          095-983-0104     4356
 RVOMBNDIQNK RV          095-983-0104     2064
 RVOMBNDIQNK RV          095-983-0104       18
 RVOMBNDIQNK RV          095-983-0104     7661
 RVOMBNDIQNK RV          095-983-0104      713
 RVOMBNDIQNK RV          095-983-0104     1265
 RWAKIKTYB VIQ           913-352-9169     5318
 RWAKIKTYB VIQ           913-352-9169      435
 RWAKIKTYB VIQ           913-352-9169     6053
 RWAKIKTYB VIQ           913-352-9169     1130
 RWAKIKTYB VIQ           913-352-9169     2938
 RWAKIKTYB VIQ           913-352-9169     3436
 RWAKIKTYB VIQ           913-352-9169     4179
 RWAKIKTYB VIQ           913-352-9169     1682
 RWAKIKTYB VIQ           913-352-9169     6647
 RWAKIKTYB VIQ           913-352-9169     4773
 RWAKIKTYB VIQ           913-352-9169     2481
 RWI GIKU                885-877-4982     6841
 RWI GIKU                885-877-4982       83
 RWI GIKU                885-877-4982      778
 RWI GIKU                885-877-4982     6295
 RWI GIKU                885-877-4982     7207
 RWI GIKU                885-877-4982     3084
 RWI GIKU                885-877-4982     2586
 RWI GIKU                885-877-4982     3551
 RWI GIKU                885-877-4982     7499
 RWI GIKU                885-877-4982     1330
 RWI GIKU                885-877-4982     5701
 RWI GIKU                885-877-4982     4966
 RWI GIKU                885-877-4982     5496
 RWI GIKU                885-877-4982     4421
 RWI GIKU                885-877-4982     2129
 RWI GIKU                885-877-4982     7726
 RWI GIKU                885-877-4982     3827
 RXCDRIDGQWSF JEG        001-882-4576      640
 RXCDRIDGQWSF JEG        001-882-4576     1887
 RXHCXY HSBTMKNC         832-613-3598      680
 RXHCXY HSBTMKNC         832-613-3598     1927
 RY SIMLMPYG             033-849-7106     4533
 RY SIMLMPYG             033-849-7106     5078
 RY SIMLMPYG             033-849-7106     1442
 RY SIMLMPYG             033-849-7106     5813
 RY SIMLMPYG             033-849-7106     6953
 RY SIMLMPYG             033-849-7106      195
 RY SIMLMPYG             033-849-7106     3196
 RY SIMLMPYG             033-849-7106     6407
 RY SIMLMPYG             033-849-7106     7319
 RY SIMLMPYG             033-849-7106     5608
 RY SIMLMPYG             033-849-7106     2698
 RY SIMLMPYG             033-849-7106     3939
 RY SIMLMPYG             033-849-7106     7611
 RY SIMLMPYG             033-849-7106     3663
 RY SIMLMPYG             033-849-7106     7838
 RY SIMLMPYG             033-849-7106      890
 RY SIMLMPYG             033-849-7106     2241
 S NAGRGR                501-329-6151      544
 S NAGRGR                501-329-6151     4288
 S NAGRGR                501-329-6151     4882
 S NAGRGR                501-329-6151     1239
 S NAGRGR                501-329-6151     1791
 S NAGRGR                501-329-6151     6162
 S NAGRGR                501-329-6151     6756
 S YED                   872-722-3646     2043
 SCQXVSQDULYC TFB        004-169-9512     5664
 SCQXVSQDULYC TFB        004-169-9512     3514
 SCQXVSQDULYC TFB        004-169-9512     7462
 SCQXVSQDULYC TFB        004-169-9512     2549
 SCQXVSQDULYC TFB        004-169-9512     7689
 SCQXVSQDULYC TFB        004-169-9512     4384
 SCQXVSQDULYC TFB        004-169-9512     3790
 SCQXVSQDULYC TFB        004-169-9512     4929
 SCQXVSQDULYC TFB        004-169-9512     5459
 SCQXVSQDULYC TFB        004-169-9512     1293
 SCQXVSQDULYC TFB        004-169-9512     6804
 SCQXVSQDULYC TFB        004-169-9512      741
 SCQXVSQDULYC TFB        004-169-9512     3047
 SCQXVSQDULYC TFB        004-169-9512       46
 SCQXVSQDULYC TFB        004-169-9512     7170
 SCQXVSQDULYC TFB        004-169-9512     6258
 SCQXVSQDULYC TFB        004-169-9512     2092
 SDDRTOPAOHYDA WFVPYR    880-293-8961     7417
 SDDRTOPAOHYDA WFVPYR    880-293-8961        1
 SDDRTOPAOHYDA WFVPYR    880-293-8961     2504
 SDDRTOPAOHYDA WFVPYR    880-293-8961     3002
 SDDRTOPAOHYDA WFVPYR    880-293-8961     4339
 SDDRTOPAOHYDA WFVPYR    880-293-8961     4884
 SDDRTOPAOHYDA WFVPYR    880-293-8961     5414
 SDDRTOPAOHYDA WFVPYR    880-293-8961     3469
 SDDRTOPAOHYDA WFVPYR    880-293-8961      696
 SDDRTOPAOHYDA WFVPYR    880-293-8961     6213
 SDDRTOPAOHYDA WFVPYR    880-293-8961     2047
 SDDRTOPAOHYDA WFVPYR    880-293-8961     7644
 SDDRTOPAOHYDA WFVPYR    880-293-8961     5619
 SDDRTOPAOHYDA WFVPYR    880-293-8961     1248
 SDDRTOPAOHYDA WFVPYR    880-293-8961     6759
 SDDRTOPAOHYDA WFVPYR    880-293-8961     7125
 SDDRTOPAOHYDA WFVPYR    880-293-8961     3745
 SE YAMPXS               187-843-5091     6173
 SE YAMPXS               187-843-5091     1802
 SE YAMPXS               187-843-5091     4299
 SE YAMPXS               187-843-5091      555
 SEUIL JY                210-586-0716      613
 SEUIL JY                210-586-0716     1860
 SFVPAOVWQQF KVKYEWJ     000-164-6729     1974
 SGOAK KLLDVAY           402-722-1968     1137
 SGOAK KLLDVAY           402-722-1968     4186
 SGOAK KLLDVAY           402-722-1968      442
 SGOAK KLLDVAY           402-722-1968     6654
 SGOAK KLLDVAY           402-722-1968     6060
 SGOAK KLLDVAY           402-722-1968     2945
 SGOAK KLLDVAY           402-722-1968     3443
 SGOAK KLLDVAY           402-722-1968     1689
 SGOAK KLLDVAY           402-722-1968     2488
 SGOAK KLLDVAY           402-722-1968     4780
 SGOAK KLLDVAY           402-722-1968     5325
 SKOTUEN QD              081-352-9188     3441
 SKOTUEN QD              081-352-9188     1135
 SKOTUEN QD              081-352-9188      440
 SKOTUEN QD              081-352-9188     2943
 SKOTUEN QD              081-352-9188     5323
 SKOTUEN QD              081-352-9188     4778
 SKOTUEN QD              081-352-9188     4184
 SKOTUEN QD              081-352-9188     1687
 SKOTUEN QD              081-352-9188     6652
 SKOTUEN QD              081-352-9188     6058
 SKOTUEN QD              081-352-9188     2486
 SKVTEYJPGGMGV LBQCH     734-734-8940     2964
 SKVTEYJPGGMGV LBQCH     734-734-8940     3462
 SKVTEYJPGGMGV LBQCH     734-734-8940     1708
 SKVTEYJPGGMGV LBQCH     734-734-8940     4205
 SKVTEYJPGGMGV LBQCH     734-734-8940     1156
 SKVTEYJPGGMGV LBQCH     734-734-8940     4799
 SKVTEYJPGGMGV LBQCH     734-734-8940     6673
 SKVTEYJPGGMGV LBQCH     734-734-8940     6079
 SKVTEYJPGGMGV LBQCH     734-734-8940      461
 SKVTEYJPGGMGV LBQCH     734-734-8940     5344
 SMYTHDF G               943-604-1420     2000
 SR HUCF                 204-590-0223     4252
 SR HUCF                 204-590-0223     1203
 SR HUCF                 204-590-0223     1755
 SR HUCF                 204-590-0223     6720
 SR HUCF                 204-590-0223      508
 SR HUCF                 204-590-0223     4846
 SR HUCF                 204-590-0223     5391
 SR HUCF                 204-590-0223     6126
 SUKVUXRIQRV RYSEARTF    205-851-0085     7461
 SUKVUXRIQRV RYSEARTF    205-851-0085     6803
 SUKVUXRIQRV RYSEARTF    205-851-0085     5458
 SUKVUXRIQRV RYSEARTF    205-851-0085      740
 SUKVUXRIQRV RYSEARTF    205-851-0085       45
 SUKVUXRIQRV RYSEARTF    205-851-0085     7169
 SUKVUXRIQRV RYSEARTF    205-851-0085     3789
 SUKVUXRIQRV RYSEARTF    205-851-0085     6257
 SUKVUXRIQRV RYSEARTF    205-851-0085     2091
 SUKVUXRIQRV RYSEARTF    205-851-0085     3513
 SUKVUXRIQRV RYSEARTF    205-851-0085     5663
 SUKVUXRIQRV RYSEARTF    205-851-0085     4928
 SUKVUXRIQRV RYSEARTF    205-851-0085     7688
 SUKVUXRIQRV RYSEARTF    205-851-0085     3046
 SUKVUXRIQRV RYSEARTF    205-851-0085     2548
 SUKVUXRIQRV RYSEARTF    205-851-0085     4383
 SUKVUXRIQRV RYSEARTF    205-851-0085     1292
 SVFBDALA LUI            968-552-5128     5100
 SVFBDALA LUI            968-552-5128     3218
 SVFBDALA LUI            968-552-5128     2263
 SVFBDALA LUI            968-552-5128     7860
 SVFBDALA LUI            968-552-5128      217
 SVFBDALA LUI            968-552-5128     6975
 SVFBDALA LUI            968-552-5128      912
 SVFBDALA LUI            968-552-5128     5835
 SVFBDALA LUI            968-552-5128     4555
 SVFBDALA LUI            968-552-5128     2720
 SVFBDALA LUI            968-552-5128     3685
 SVFBDALA LUI            968-552-5128     6429
 SVFBDALA LUI            968-552-5128     7633
 SVFBDALA LUI            968-552-5128     3961
 SVFBDALA LUI            968-552-5128     1464
 SVFBDALA LUI            968-552-5128     7341
 SVYQYTPDYJ GRWEHQI      506-748-1873     7843
 SVYQYTPDYJ GRWEHQI      506-748-1873     2246
 SVYQYTPDYJ GRWEHQI      506-748-1873     7616
 SVYQYTPDYJ GRWEHQI      506-748-1873      895
 SVYQYTPDYJ GRWEHQI      506-748-1873     2703
 SVYQYTPDYJ GRWEHQI      506-748-1873     6412
 SVYQYTPDYJ GRWEHQI      506-748-1873     5083
 SVYQYTPDYJ GRWEHQI      506-748-1873     5818
 SVYQYTPDYJ GRWEHQI      506-748-1873     3201
 SVYQYTPDYJ GRWEHQI      506-748-1873     6958
 SVYQYTPDYJ GRWEHQI      506-748-1873     7324
 SVYQYTPDYJ GRWEHQI      506-748-1873     5613
 SVYQYTPDYJ GRWEHQI      506-748-1873     4538
 SVYQYTPDYJ GRWEHQI      506-748-1873     3668
 SVYQYTPDYJ GRWEHQI      506-748-1873     3944
 SVYQYTPDYJ GRWEHQI      506-748-1873      200
 SVYQYTPDYJ GRWEHQI      506-748-1873     1447
 SXGIG CLIDSJD           891-334-7814     3131
 SXGIG CLIDSJD           891-334-7814     2633
 SXGIG CLIDSJD           891-334-7814     5543
 SXGIG CLIDSJD           891-334-7814     1377
 SXGIG CLIDSJD           891-334-7814     3598
 SXGIG CLIDSJD           891-334-7814     5013
 SXGIG CLIDSJD           891-334-7814     6342
 SXGIG CLIDSJD           891-334-7814     2176
 SXGIG CLIDSJD           891-334-7814     7254
 SXGIG CLIDSJD           891-334-7814     7546
 SXGIG CLIDSJD           891-334-7814      825
 SXGIG CLIDSJD           891-334-7814      130
 SXGIG CLIDSJD           891-334-7814     4468
 SXGIG CLIDSJD           891-334-7814     5748
 SXGIG CLIDSJD           891-334-7814     6888
 SXGIG CLIDSJD           891-334-7814     7773
 SXGIG CLIDSJD           891-334-7814     3874
 SYFJYPHWLCQ EBJ         155-672-0539     4766
 SYFJYPHWLCQ EBJ         155-672-0539     3429
 SYFJYPHWLCQ EBJ         155-672-0539     2474
 SYFJYPHWLCQ EBJ         155-672-0539     6046
 SYFJYPHWLCQ EBJ         155-672-0539     1123
 SYFJYPHWLCQ EBJ         155-672-0539      428
 SYFJYPHWLCQ EBJ         155-672-0539     1675
 SYFJYPHWLCQ EBJ         155-672-0539     6640
 SYFJYPHWLCQ EBJ         155-672-0539     2931
 SYFJYPHWLCQ EBJ         155-672-0539     5311
 SYFJYPHWLCQ EBJ         155-672-0539     4172
 SYNM NF                 682-833-5451      675
 SYNM NF                 682-833-5451     1922
 T STREMAVR              735-574-9141     7519
 T STREMAVR              735-574-9141     6861
 T STREMAVR              735-574-9141     3847
 T STREMAVR              735-574-9141     5721
 T STREMAVR              735-574-9141     6315
 T STREMAVR              735-574-9141      798
 T STREMAVR              735-574-9141     4986
 T STREMAVR              735-574-9141     2606
 T STREMAVR              735-574-9141     3104
 T STREMAVR              735-574-9141     7227
 T STREMAVR              735-574-9141     3571
 T STREMAVR              735-574-9141     7746
 T STREMAVR              735-574-9141     5516
 T STREMAVR              735-574-9141     1350
 T STREMAVR              735-574-9141     4441
 T STREMAVR              735-574-9141     2149
 T STREMAVR              735-574-9141      103
 TAAHLWIS BPGBJ          342-513-3911     1845
 TAAHLWIS BPGBJ          342-513-3911      598
 TAURCLJR TW             396-103-6422      649
 TAURCLJR TW             396-103-6422     1896
 TBQSDLMAYP HESCES       544-743-8906     3985
 TBQSDLMAYP HESCES       544-743-8906     5859
 TBQSDLMAYP HESCES       544-743-8906      241
 TBQSDLMAYP HESCES       544-743-8906     7365
 TBQSDLMAYP HESCES       544-743-8906     6453
 TBQSDLMAYP HESCES       544-743-8906     6999
 TBQSDLMAYP HESCES       544-743-8906      936
 TBQSDLMAYP HESCES       544-743-8906     2744
 TBQSDLMAYP HESCES       544-743-8906     4579
 TBQSDLMAYP HESCES       544-743-8906     2287
 TBQSDLMAYP HESCES       544-743-8906     3242
 TBQSDLMAYP HESCES       544-743-8906     5124
 TBQSDLMAYP HESCES       544-743-8906     3709
 TBQSDLMAYP HESCES       544-743-8906     7884
 TBQSDLMAYP HESCES       544-743-8906     1488
 TBRPIISBUE WXQ          670-156-1643     2884
 TBRPIISBUE WXQ          670-156-1643     3382
 TBRPIISBUE WXQ          670-156-1643     4125
 TBRPIISBUE WXQ          670-156-1643     5264
 TBRPIISBUE WXQ          670-156-1643      381
 TBRPIISBUE WXQ          670-156-1643     4719
 TBRPIISBUE WXQ          670-156-1643     1076
 TBRPIISBUE WXQ          670-156-1643     5999
 TBRPIISBUE WXQ          670-156-1643     1628
 TBRPIISBUE WXQ          670-156-1643     6593
 TBRPIISBUE WXQ          670-156-1643     2427
 TCSNFVTQYXKJBD SGFLBGU  058-688-1251     1990
 TCT DC                  021-489-1097     3481
 TCT DC                  021-489-1097     6771
 TCT DC                  021-489-1097     4896
 TCT DC                  021-489-1097     5426
 TCT DC                  021-489-1097     6225
 TCT DC                  021-489-1097     2059
 TCT DC                  021-489-1097     7656
 TCT DC                  021-489-1097     1260
 TCT DC                  021-489-1097      708
 TCT DC                  021-489-1097       13
 TCT DC                  021-489-1097     7137
 TCT DC                  021-489-1097     7429
 TCT DC                  021-489-1097     3014
 TCT DC                  021-489-1097     5631
 TCT DC                  021-489-1097     3757
 TCT DC                  021-489-1097     2516
 TCT DC                  021-489-1097     4351
 TDCBUX XTRAUMV          986-401-0742     6103
 TDCBUX XTRAUMV          986-401-0742     4229
 TDCBUX XTRAUMV          986-401-0742     6697
 TDCBUX XTRAUMV          986-401-0742     4823
 TDCBUX XTRAUMV          986-401-0742     2988
 TDCBUX XTRAUMV          986-401-0742     1180
 TDCBUX XTRAUMV          986-401-0742     5368
 TDCBUX XTRAUMV          986-401-0742     1732
 TDCBUX XTRAUMV          986-401-0742      485
 TDESBWUR V              005-112-4462     4850
 TDESBWUR V              005-112-4462     4256
 TDESBWUR V              005-112-4462     6724
 TDESBWUR V              005-112-4462     1207
 TDESBWUR V              005-112-4462      512
 TDESBWUR V              005-112-4462     1759
 TDESBWUR V              005-112-4462     5395
 TDESBWUR V              005-112-4462     6130
 TDLRTJYCBLKHHG BBIO     873-727-0050     2622
 TDLRTJYCBLKHHG BBIO     873-727-0050     3120
 TDLRTJYCBLKHHG BBIO     873-727-0050     7535
 TDLRTJYCBLKHHG BBIO     873-727-0050     5532
 TDLRTJYCBLKHHG BBIO     873-727-0050      814
 TDLRTJYCBLKHHG BBIO     873-727-0050     7762
 TDLRTJYCBLKHHG BBIO     873-727-0050     5737
 TDLRTJYCBLKHHG BBIO     873-727-0050     6877
 TDLRTJYCBLKHHG BBIO     873-727-0050     5002
 TDLRTJYCBLKHHG BBIO     873-727-0050     1366
 TDLRTJYCBLKHHG BBIO     873-727-0050     7243
 TDLRTJYCBLKHHG BBIO     873-727-0050     4457
 TDLRTJYCBLKHHG BBIO     873-727-0050     3587
 TDLRTJYCBLKHHG BBIO     873-727-0050     6331
 TDLRTJYCBLKHHG BBIO     873-727-0050     2165
 TDLRTJYCBLKHHG BBIO     873-727-0050      119
 TDLRTJYCBLKHHG BBIO     873-727-0050     3863
 TDXMJ K                 350-143-4993     6016
 TDXMJ K                 350-143-4993     5281
 TDXMJ K                 350-143-4993     2444
 TDXMJ K                 350-143-4993     4142
 TDXMJ K                 350-143-4993     2901
 TDXMJ K                 350-143-4993     1645
 TDXMJ K                 350-143-4993     3399
 TDXMJ K                 350-143-4993     6610
 TDXMJ K                 350-143-4993     4736
 TDXMJ K                 350-143-4993     1093
 TDXMJ K                 350-143-4993      398
 TFA NQG                 785-751-5392     2328
 TFA NQG                 785-751-5392     5165
 TFA NQG                 785-751-5392     7925
 TFA NQG                 785-751-5392     4620
 TFA NQG                 785-751-5392     6494
 TFA NQG                 785-751-5392      282
 TFA NQG                 785-751-5392     1529
 TFA NQG                 785-751-5392     4026
 TFA NQG                 785-751-5392     5900
 TFA NQG                 785-751-5392     7040
 TFA NQG                 785-751-5392     3283
 TFA NQG                 785-751-5392      977
 TFA NQG                 785-751-5392     2785
 TFA NQG                 785-751-5392     7406
 TFWFPFQTBRK AHDRWR      099-610-5851     5856
 TFWFPFQTBRK AHDRWR      099-610-5851     4576
 TFWFPFQTBRK AHDRWR      099-610-5851      933
 TFWFPFQTBRK AHDRWR      099-610-5851     3239
 TFWFPFQTBRK AHDRWR      099-610-5851     3982
 TFWFPFQTBRK AHDRWR      099-610-5851     2741
 TFWFPFQTBRK AHDRWR      099-610-5851     3706
 TFWFPFQTBRK AHDRWR      099-610-5851     5121
 TFWFPFQTBRK AHDRWR      099-610-5851     7881
 TFWFPFQTBRK AHDRWR      099-610-5851     6450
 TFWFPFQTBRK AHDRWR      099-610-5851      238
 TFWFPFQTBRK AHDRWR      099-610-5851     1485
 TFWFPFQTBRK AHDRWR      099-610-5851     6996
 TFWFPFQTBRK AHDRWR      099-610-5851     2284
 TFWFPFQTBRK AHDRWR      099-610-5851     7362
 TGJNNNK T               566-083-6675     2700
 TGJNNNK T               566-083-6675     7613
 TGJNNNK T               566-083-6675     7321
 TGJNNNK T               566-083-6675     2243
 TGJNNNK T               566-083-6675     4535
 TGJNNNK T               566-083-6675     1444
 TGJNNNK T               566-083-6675      892
 TGJNNNK T               566-083-6675     7840
 TGJNNNK T               566-083-6675      197
 TGJNNNK T               566-083-6675     3941
 TGJNNNK T               566-083-6675     5080
 TGJNNNK T               566-083-6675     3665
 TGJNNNK T               566-083-6675     5610
 TGJNNNK T               566-083-6675     5815
 TGJNNNK T               566-083-6675     3198
 TGJNNNK T               566-083-6675     6409
 TGJNNNK T               566-083-6675     6955
 TGKX BJFLQD             996-266-4756      556
 TGKX BJFLQD             996-266-4756     6174
 TGKX BJFLQD             996-266-4756     4300
 TGKX BJFLQD             996-266-4756     1803
 TGNYQR VQU              817-933-7137     5349
 TGNYQR VQU              817-933-7137     3467
 TGNYQR VQU              817-933-7137     4804
 TGNYQR VQU              817-933-7137     6678
 TGNYQR VQU              817-933-7137     4210
 TGNYQR VQU              817-933-7137      466
 TGNYQR VQU              817-933-7137     1713
 TGNYQR VQU              817-933-7137     2969
 TGNYQR VQU              817-933-7137     1161
 TGNYQR VQU              817-933-7137     6084
 TGRNHKFJY M             991-603-8863     1925
 TGRNHKFJY M             991-603-8863      678
 THF YTO                 424-274-6302     1873
 THF YTO                 424-274-6302      626
 THKXC MXTBFY            962-746-2754     6689
 THKXC MXTBFY            962-746-2754     1172
 THKXC MXTBFY            962-746-2754     4815
 THKXC MXTBFY            962-746-2754      477
 THKXC MXTBFY            962-746-2754     4221
 THKXC MXTBFY            962-746-2754     1724
 THKXC MXTBFY            962-746-2754     6095
 THKXC MXTBFY            962-746-2754     2980
 THKXC MXTBFY            962-746-2754     5360
 TJKKKNRMNMQO AHQTYEMN   533-025-1673     4316
 TJKKKNRMNMQO AHQTYEMN   533-025-1673      572
 TJKKKNRMNMQO AHQTYEMN   533-025-1673     1819
 TJKKKNRMNMQO AHQTYEMN   533-025-1673     6190
 TKWLQR FRXH             447-719-5953     4262
 TKWLQR FRXH             447-719-5953     6136
 TKWLQR FRXH             447-719-5953     4856
 TKWLQR FRXH             447-719-5953      518
 TKWLQR FRXH             447-719-5953     1765
 TKWLQR FRXH             447-719-5953     1213
 TKWLQR FRXH             447-719-5953     6730
 TKWLQR FRXH             447-719-5953     5401
 TLY HEQG                004-530-1735     6314
 TLY HEQG                004-530-1735      797
 TLY HEQG                004-530-1735     3846
 TLY HEQG                004-530-1735     7226
 TLY HEQG                004-530-1735     3570
 TLY HEQG                004-530-1735     5720
 TLY HEQG                004-530-1735     6860
 TLY HEQG                004-530-1735     1349
 TLY HEQG                004-530-1735     2148
 TLY HEQG                004-530-1735      102
 TLY HEQG                004-530-1735     7745
 TLY HEQG                004-530-1735     5515
 TLY HEQG                004-530-1735     2605
 TLY HEQG                004-530-1735     4440
 TLY HEQG                004-530-1735     4985
 TLY HEQG                004-530-1735     7518
 TLY HEQG                004-530-1735     3103
 TNBTSQYLLADXY T         540-349-1071      240
 TNBTSQYLLADXY T         540-349-1071     5123
 TNBTSQYLLADXY T         540-349-1071     3984
 TNBTSQYLLADXY T         540-349-1071     5858
 TNBTSQYLLADXY T         540-349-1071     1487
 TNBTSQYLLADXY T         540-349-1071     2743
 TNBTSQYLLADXY T         540-349-1071      935
 TNBTSQYLLADXY T         540-349-1071     2286
 TNBTSQYLLADXY T         540-349-1071     4578
 TNBTSQYLLADXY T         540-349-1071     3708
 TNBTSQYLLADXY T         540-349-1071     7364
 TNBTSQYLLADXY T         540-349-1071     6452
 TNBTSQYLLADXY T         540-349-1071     6998
 TNBTSQYLLADXY T         540-349-1071     7883
 TNBTSQYLLADXY T         540-349-1071     3241
 TPDAALP KFL             554-402-4386     3880
 TPDAALP KFL             554-402-4386     1383
 TPDAALP KFL             554-402-4386     4474
 TPDAALP KFL             554-402-4386     7552
 TPDAALP KFL             554-402-4386     6894
 TPDAALP KFL             554-402-4386     3137
 TPDAALP KFL             554-402-4386     2639
 TPDAALP KFL             554-402-4386      831
 TPDAALP KFL             554-402-4386      136
 TPDAALP KFL             554-402-4386     7779
 TPDAALP KFL             554-402-4386     7260
 TPDAALP KFL             554-402-4386     6348
 TPDAALP KFL             554-402-4386     5754
 TPDAALP KFL             554-402-4386     2182
 TPDAALP KFL             554-402-4386     3604
 TPDAALP KFL             554-402-4386     5019
 TPDAALP KFL             554-402-4386     5549
 TPID TJXXWRE            415-022-8946     2038
 TPMOADMBLCFHE LUQNDNR   322-208-9763     1882
 TPMOADMBLCFHE LUQNDNR   322-208-9763      635
 TQGORQWQQRUIM UTWBEIG   279-104-7407      794
 TQGORQWQQRUIM UTWBEIG   279-104-7407     1346
 TQGORQWQQRUIM UTWBEIG   279-104-7407       99
 TQGORQWQQRUIM UTWBEIG   279-104-7407     5512
 TQGORQWQQRUIM UTWBEIG   279-104-7407     4437
 TQGORQWQQRUIM UTWBEIG   279-104-7407     7515
 TQGORQWQQRUIM UTWBEIG   279-104-7407     6311
 TQGORQWQQRUIM UTWBEIG   279-104-7407     6857
 TQGORQWQQRUIM UTWBEIG   279-104-7407     7742
 TQGORQWQQRUIM UTWBEIG   279-104-7407     3843
 TQGORQWQQRUIM UTWBEIG   279-104-7407     7223
 TQGORQWQQRUIM UTWBEIG   279-104-7407     4982
 TQGORQWQQRUIM UTWBEIG   279-104-7407     3100
 TQGORQWQQRUIM UTWBEIG   279-104-7407     2145
 TQGORQWQQRUIM UTWBEIG   279-104-7407     5717
 TQGORQWQQRUIM UTWBEIG   279-104-7407     2602
 TQGORQWQQRUIM UTWBEIG   279-104-7407     3567
 TQLOIWJDADBGTK TVJPO    978-881-4702      631
 TQLOIWJDADBGTK TVJPO    978-881-4702     1878
 TQXEC ST                054-118-7073     4297
 TQXEC ST                054-118-7073     1800
 TQXEC ST                054-118-7073      553
 TQXEC ST                054-118-7073     6171
 TRGSOLD VPSOREJ         975-058-4302     1038
 TRGSOLD VPSOREJ         975-058-4302     6555
 TRGSOLD VPSOREJ         975-058-4302      343
 TRGSOLD VPSOREJ         975-058-4302     2846
 TRGSOLD VPSOREJ         975-058-4302     5226
 TRGSOLD VPSOREJ         975-058-4302     3344
 TRGSOLD VPSOREJ         975-058-4302     1590
 TRGSOLD VPSOREJ         975-058-4302     7101
 TRGSOLD VPSOREJ         975-058-4302     5961
 TRGSOLD VPSOREJ         975-058-4302     2389
 TRGSOLD VPSOREJ         975-058-4302     4087
 TRGSOLD VPSOREJ         975-058-4302     4681
 TRGSOLD VPSOREJ         975-058-4302     7986
 TUURGFCWCH DKUDNG       203-268-5094     6710
 TUURGFCWCH DKUDNG       203-268-5094      498
 TUURGFCWCH DKUDNG       203-268-5094     3001
 TUURGFCWCH DKUDNG       203-268-5094     4242
 TUURGFCWCH DKUDNG       203-268-5094     5381
 TUURGFCWCH DKUDNG       203-268-5094     6116
